CONTRACT_ID;CLIENT_ID;TERM;CONTRACT_SUM;GENDER;AGE;LOAN_TO_INCOME;PAYMENT_TO_INCOME;DOWNPAYMENT;CAR_CATEGORY;GRACE_PERIOD;RATE_CHANGE_AFTER_GRACE
22755203;412520;84;1895.29;M;30;12;0.23;0.10;2;12;7
22755224;412521;12;989.15;M;28;3;0.27;0.50;2;12;15
22755412;412524;120;1912.5;M;29;3;0.04;0.30;2;0;0
22755819;412526;120;1098.54;M;38;2;0.04;0.50;2;12;12
22756192;412528;120;2042.55;M;37;16;0.26;0.20;2;0;0
22768328;412536;120;1615.6;M;52;18;0.28;0.10;2;0;0
22768384;412537;120;986.85;M;44;4;0.06;0.50;2;12;14
22768395;412538;120;1422.9;M;37;11;0.18;0.50;2;12;14
22768412;412539;120;1955.34;M;36;21;0.33;0.10;2;0;0
22768443;412540;120;878.99;F;31;8;0.14;0.50;2;12;12
22768462;412541;84;4305.19;M;56;18;0.35;0.10;4;0;0
22768650;412542;84;1667.7;F;58;14;0.28;0.50;3;0;0
22768809;412544;120;1338.75;F;36;12;0.2;0.50;2;12;12
22768870;412546;120;872.2;F;57;7;0.11;0.60;2;12;12
22769293;412547;120;895.05;F;56;3;0.06;0.60;2;12;14
22769330;412548;120;1759.5;M;32;6;0.1;0.10;2;0;0
22769429;412550;120;1575.9;M;52;16;0.25;0.20;2;0;0
22769452;412551;120;1498.13;M;48;8;0.14;0.50;2;12;14
22769510;412552;120;934.14;M;35;8;0.13;0.50;2;12;14
22769548;412553;120;933.3;F;41;12;0.21;0.50;2;12;12
22770305;412558;120;925.65;F;60;7;0.11;0.50;2;12;15
22770679;379236;72;2154.3;M;35;3;0.06;0.20;2;0;0
22770743;407003;84;4019.09;M;35;18;0.34;0.60;5;12;2
22771485;412583;120;1354.05;M;36;15;0.25;0.50;2;12;12
22771912;412591;120;1153.54;M;29;5;0.08;0.50;2;12;14
22772806;412609;120;927.18;M;37;4;0.07;0.50;2;12;15
22773291;412617;120;856.8;M;58;9;0.14;0.50;2;12;14
22774961;412635;120;1308.15;M;38;21;0.36;0.50;2;12;12
22775182;412638;120;1399.95;M;43;15;0.26;0.50;2;12;14
22775249;412639;120;1163.95;M;57;9;0.15;0.50;2;12;15
22777128;412645;120;994.5;F;38;16;0.26;0.30;1;0;0
22778510;178306;120;1399.95;F;27;7;0.12;0.50;2;12;14
22780275;412651;120;1108.49;F;36;14;0.24;0.50;2;12;15
22780659;356996;120;1040.4;F;29;11;0.19;0.50;2;12;12
22789217;412661;120;860.63;M;54;13;0.21;0.50;2;12;12
22789748;412672;120;994.5;F;61;10;0.16;0.50;2;12;12
22789826;412673;120;1912.5;M;39;24;0.39;0.20;2;0;0
22790072;412675;120;984.94;M;61;7;0.12;0.50;2;12;15
22790131;412676;120;1606.5;M;32;21;0.36;0.20;2;0;0
22790432;121433;12;665.55;M;64;5;0.4;0.70;2;12;15
22790994;412687;120;5278.5;M;42;10;0.16;0.20;4;0;0
22791430;412695;120;696.15;M;49;7;0.11;0.70;2;12;12
22791556;412698;120;1560.6;M;32;19;0.31;0.50;3;12;12
22791905;412705;120;1331.1;M;49;15;0.24;0.50;2;12;12
22792125;412707;120;1369.35;M;42;6;0.1;0.50;2;12;12
22792376;412713;84;1300.5;M;31;10;0.19;0.30;2;0;0
22792492;412720;120;918;F;36;12;0.2;0.50;2;12;15
22792670;412723;120;359.55;F;52;5;0.08;0.80;2;12;12
22792932;412725;120;1377;F;44;14;0.23;0.50;2;12;12
22793000;412726;120;1904.85;M;31;6;0.1;0.20;2;0;0
22793053;412730;120;1507.05;M;44;11;0.18;0.50;2;12;14
22793807;412745;120;1549.83;M;51;18;0.31;0.50;3;12;14
22793822;412746;120;1461.92;F;34;19;0.29;0.30;2;0;0
22793982;412748;120;405.45;M;32;4;0.07;0.80;2;12;12
22794360;412751;120;895.43;M;38;1;0.02;0.50;2;12;15
22796674;412760;120;852.21;M;36;10;0.17;0.50;2;12;12
22797628;412767;84;1912.5;M;45;13;0.25;0.20;2;0;0
22810068;412790;120;1170.45;M;48;13;0.21;0.50;2;12;14
22810202;412792;120;2203.2;M;34;21;0.34;0.10;2;0;0
22810880;412807;120;657.9;F;52;11;0.18;0.50;1;12;14
22810993;366326;120;688.5;M;26;4;0.06;0.50;1;12;15
22811007;412811;12;306;F;56;4;0.3;0.80;2;12;15
22811438;117524;120;1479.51;M;29;14;0.21;0.20;2;0;0
22811447;412824;120;963.9;F;55;13;0.21;0.50;2;12;14
22811485;412825;120;869.81;F;28;8;0.13;0.60;2;12;15
22812220;412857;120;1520.45;M;38;14;0.24;0.50;2;12;12
22812280;412860;120;2448;M;55;24;0.4;0.30;3;0;0
22812431;412864;60;1034.28;M;31;9;0.22;0.20;1;6;15
22812924;412880;60;1063.35;F;34;10;0.24;0.20;1;0;0
22813628;412889;120;1032.75;F;26;10;0.17;0.50;2;12;12
22818230;412900;48;1403.78;M;26;6;0.16;0.40;2;0;0
22819954;412903;120;1858.95;M;27;14;0.23;0.10;2;0;0
22821219;412909;120;933.3;M;29;10;0.17;0.50;2;12;14
22825471;412911;120;910.35;F;54;9;0.15;0.50;2;12;14
22825755;412922;120;1071;M;27;9;0.16;0.50;2;12;14
22825783;412923;120;703.8;M;40;10;0.16;0.50;1;12;14
22825860;412926;120;1040.4;M;43;10;0.16;0.50;2;12;14
22825932;412930;120;1014.36;F;34;12;0.2;0.60;2;12;12
22825976;412931;120;856.8;M;32;7;0.13;0.50;2;12;12
22826117;412935;120;1194.47;M;55;10;0.18;0.60;2;12;12
22826444;166252;84;2050.43;M;30;5;0.11;0.70;4;0;0
22826723;412950;120;918;M;61;11;0.18;0.50;2;12;14
22826798;412956;120;1575.9;M;56;17;0.29;0.50;3;12;12
22827543;412977;120;1468.8;M;38;7;0.11;0.10;2;0;0
22827589;412979;120;933.3;M;43;12;0.21;0.50;2;12;14
22827663;412983;120;1300.5;F;36;17;0.29;0.50;2;12;14
22827726;400401;120;765;F;39;10;0.17;0.70;2;12;14
22827893;412992;120;1498.64;M;32;3;0.05;0.30;2;0;0
22828030;412995;120;1614.15;M;57;11;0.18;0.30;2;24;12
22828131;413000;120;1301.14;M;52;15;0.26;0.50;2;12;12
22828191;413003;84;1530;M;40;16;0.31;0.50;3;0;0
22828533;413007;120;1071;F;38;14;0.24;0.50;2;12;14
22828764;413014;120;573.75;M;30;10;0.17;0.70;2;12;14
22829063;413018;120;382.5;M;51;6;0.09;0.90;2;12;12
22829107;413019;120;1958.4;M;30;25;0.38;0.20;2;0;0
22829146;413022;84;1415.25;M;33;19;0.37;0.40;2;0;0
22829183;413023;120;1239.3;M;40;14;0.23;0.50;2;12;14
22829196;413024;120;968.34;M;52;12;0.19;0.50;2;12;12
22829358;413027;120;734.4;M;44;9;0.15;0.80;3;12;12
22829592;413032;120;841.5;M;57;7;0.12;0.70;2;12;12
22829707;413035;120;918;F;28;15;0.25;0.50;2;12;14
22829901;413038;120;1514.7;F;32;15;0.26;0.30;2;24;12
22830714;413043;120;994.5;F;58;10;0.17;0.50;2;12;12
22833652;413044;120;948.6;F;29;10;0.16;0.50;2;12;12
22836608;413048;120;849.15;M;28;7;0.12;0.50;2;12;12
22837747;413049;120;1601.66;M;32;3;0.05;0.30;2;24;12
22837986;413055;120;865.98;M;56;8;0.13;0.50;2;12;12
22838446;413056;120;540.86;M;30;6;0.11;0.70;2;12;14
22842462;413058;120;1726.76;M;35;14;0.2;0.10;2;0;0
22842474;413060;120;787.95;M;35;6;0.1;0.50;2;12;15
22842686;413064;120;2318.72;M;27;6;0.1;0.10;2;0;0
22842851;413069;24;918;M;33;11;0.45;0.70;3;24;15
22843049;413072;120;1216.35;M;60;16;0.26;0.30;2;0;0
22843506;413086;120;978.82;M;48;12;0.2;0.50;2;12;12
22843764;363407;120;1170.07;M;32;14;0.23;0.50;2;12;15
22844038;413103;120;925.65;M;61;8;0.14;0.50;2;12;12
22844153;413108;120;1125.7;M;30;9;0.15;0.50;2;12;15
22844419;413114;60;765;F;26;5;0.12;0.60;2;0;0
22844439;413115;120;864.45;M;25;14;0.24;0.50;2;12;12
22844473;413116;120;2099.93;F;46;22;0.36;0.20;2;0;0
22844607;413121;120;1560.6;F;47;16;0.26;0.50;3;12;12
22845408;413141;120;742.05;M;40;4;0.06;0.60;2;12;12
22845709;413148;84;1209.47;F;54;15;0.29;0.10;1;12;7
22845947;413150;120;1696.77;F;28;15;0.25;0.40;2;0;0
22845958;413151;120;1392.3;M;54;15;0.26;0.50;2;12;12
22846454;413163;120;1675.35;M;40;11;0.18;0.30;2;0;0
22847265;413179;120;1545.3;M;46;17;0.27;0.20;2;0;0
22848466;413184;120;1606.5;F;41;18;0.28;0.20;2;0;0
22854449;413193;120;1262.25;F;29;20;0.33;0.60;2;12;12
22855817;413187;24;708.08;F;43;7;0.28;0.70;2;24;15
22860456;413202;120;1666.63;M;51;13;0.21;0.10;2;0;0
22860508;413204;120;428.4;M;32;4;0.06;0.90;2;12;12
22860633;413205;120;634.95;F;46;5;0.08;0.50;1;12;14
22860753;413206;120;3320.1;M;27;11;0.18;0.30;4;0;0
22861305;413208;120;1683;M;33;11;0.18;0.30;2;0;0
22861429;413209;120;1048.05;F;31;14;0.24;0.50;2;12;12
22861502;413210;120;1484.1;F;31;19;0.33;0.30;2;24;12
22862122;413222;120;1083.62;M;26;7;0.12;0.50;2;12;15
22862193;413225;60;1147.5;M;35;14;0.33;0.30;2;6;15
22862786;413245;120;1652.4;M;53;22;0.35;0.20;2;0;0
22863937;413288;120;1694.48;F;38;9;0.14;0.10;2;0;0
22864116;413290;84;489.6;M;41;5;0.1;0.60;1;0;0
22865641;413325;84;476.37;F;57;6;0.13;0.60;1;0;0
22866413;413330;120;1021.28;M;34;16;0.26;0.30;1;12;1
22866541;413334;18;590.96;M;55;6;0.36;0.70;2;18;15
22866576;366937;84;1640.16;M;39;8;0.15;0.30;2;12;7
22868416;413341;84;1805.4;M;37;14;0.28;0.40;3;12;7
22869084;413346;120;933.3;F;41;11;0.19;0.60;2;12;12
22875978;413361;84;1147.5;F;42;13;0.24;0.50;2;0;0
22876142;413362;120;1681.47;M;31;22;0.33;0.20;2;0;0
22876480;413374;120;1912.5;M;44;19;0.32;0.30;2;0;0
22877234;413390;120;1071;F;40;8;0.14;0.60;2;12;12
22877399;413394;84;2021.9;M;39;14;0.27;0.10;2;12;7
22878157;413407;84;4437;M;51;6;0.11;0.20;4;0;0
22879405;413429;120;680.85;M;35;9;0.15;0.60;2;12;12
22879490;413430;120;558.45;F;37;10;0.16;0.70;2;12;12
22880632;382275;120;1672.75;M;56;22;0.37;0.40;2;0;0
22891964;413462;120;1464.21;F;43;20;0.34;0.20;2;0;0
22892182;413464;120;1759.5;F;45;23;0.34;0.20;2;0;0
22892300;413467;120;833.85;M;46;11;0.18;0.70;2;12;14
22892613;413469;84;1759.5;F;31;19;0.37;0.40;2;0;0
22892777;413473;60;940.95;M;46;14;0.35;0.50;2;6;15
22892853;413476;120;1912.5;M;53;16;0.26;0.30;2;24;12
22893113;413480;84;4027.73;F;31;6;0.11;0.10;3;0;0
22893928;413488;120;1781.84;M;46;19;0.32;0.10;2;0;0
22893940;413489;120;2662.2;M;46;13;0.22;0.20;3;0;0
22893994;413491;120;1109.25;M;55;17;0.29;0.60;2;12;12
22894273;413496;120;1815.96;M;57;20;0.33;0.20;2;0;0
22894708;413503;120;910.35;F;35;12;0.2;0.50;2;12;12
22895440;413510;120;1623.48;F;49;6;0.08;0.10;2;0;0
22895796;413515;120;1530;M;55;25;0.37;0.30;2;0;0
22895826;413517;120;1131.82;M;42;10;0.17;0.50;2;12;15
22895974;413519;120;1364;M;24;16;0.27;0.30;2;24;12
22896455;413524;120;1364;F;30;16;0.27;0.30;2;24;12
22898634;413531;120;1800.81;F;44;21;0.32;0.20;2;0;0
22898751;413532;12;918;M;34;7;0.56;0.60;2;12;15
22898932;413533;120;459;F;56;5;0.08;0.70;2;12;12
22899213;413536;60;1262.25;M;40;11;0.26;0.30;2;6;15
22899381;413538;120;1468.8;M;57;6;0.11;0.50;2;12;12
22900329;413541;120;1055.7;M;55;10;0.17;0.50;2;12;12
22908651;413548;120;1147.5;F;44;14;0.23;0.50;2;0;0
22908665;413549;120;765;M;57;6;0.11;0.60;2;12;12
22908848;413555;120;664.17;M;31;9;0.15;0.70;2;12;15
22909208;413560;120;1606.5;F;26;16;0.27;0.30;2;24;12
22909234;413561;120;1384.65;M;53;6;0.1;0.50;2;12;12
22909538;366102;120;920.3;M;29;11;0.18;0.50;2;12;15
22909782;327680;120;3580.2;M;40;16;0.27;0.20;3;0;0
22909814;413569;120;1344.09;M;34;8;0.13;0.50;2;12;12
22910021;413581;120;1331.1;F;47;17;0.29;0.50;2;12;14
22910044;413583;120;1637.1;M;24;19;0.28;0.10;2;0;0
22910191;413591;120;1797.75;M;36;14;0.21;0.20;2;0;0
22910236;413592;120;1912.5;M;31;15;0.26;0.30;2;0;0
22910466;413594;120;1484.1;M;54;8;0.14;0.40;2;12;1
22910521;413596;120;688.5;M;32;5;0.08;0.80;3;0;0
22910542;354031;48;646.43;M;53;4;0.11;0.50;1;0;0
22911542;413615;18;864.45;M;27;2;0.13;0.70;2;18;15
22911593;328105;84;2830.5;F;30;18;0.36;0.20;3;0;0
22912394;413619;120;1912.5;F;32;19;0.32;0.30;2;24;12
22912639;413624;84;1377;M;42;9;0.19;0.20;2;0;0
22912701;413625;120;841.5;M;62;14;0.23;0.50;2;12;14
22916221;413640;120;1836;F;43;20;0.34;0.30;2;24;12
22916294;413641;120;1759.5;M;41;19;0.32;0.40;3;24;12
22921570;413654;120;1603.44;M;45;17;0.29;0.20;2;12;7
22921749;413659;120;1912.5;M;36;10;0.16;0.20;2;0;0
22921849;413662;120;928.67;F;50;16;0.27;0.50;2;12;12
22922606;413679;120;1739.61;M;42;19;0.28;0.20;2;0;0
22922647;388150;120;1224;M;52;9;0.15;0.50;2;12;12
22923269;413692;120;1100.84;M;35;7;0.12;0.50;2;12;15
22923657;413700;120;1377;F;47;11;0.18;0.50;2;12;14
22923845;413709;120;1308.15;M;55;13;0.22;0.50;2;12;12
22923900;413712;120;1163.95;M;49;5;0.09;0.50;2;12;15
22924389;413717;120;1354.05;M;41;6;0.1;0.50;2;12;12
22924826;413721;84;1300.5;M;22;9;0.19;0.50;2;6;15
22925241;413723;120;1759.5;M;27;24;0.4;0.30;2;0;0
22926082;413732;120;2172.6;M;41;16;0.27;0.50;3;0;0
22926459;413736;120;1530;F;24;10;0.17;0.30;2;12;1
22926773;413740;120;706.1;F;43;12;0.19;0.50;1;12;15
22929218;353145;120;1973.7;M;36;7;0.12;0.40;3;24;12
22932233;413746;120;1093.95;M;36;17;0.28;0.60;2;12;12
22932947;413750;120;765;F;29;11;0.19;0.60;2;12;12
22938143;413755;120;918;M;52;12;0.2;0.50;2;12;12
22938218;413757;120;963.9;F;34;11;0.18;0.50;2;12;12
22938337;413758;120;2065.5;M;33;22;0.36;0.10;2;0;0
22938442;32171;120;1513.94;F;31;13;0.22;0.50;2;12;12
22938506;413759;120;1063.35;M;41;15;0.25;0.50;2;12;14
22938555;413760;120;879.75;M;35;3;0.05;0.50;2;12;12
22938650;413761;120;267.75;F;47;3;0.05;0.90;2;12;12
22938679;149488;120;1437.44;M;29;8;0.14;0.50;2;12;14
22938694;413762;120;1445.85;F;44;6;0.11;0.50;2;12;14
22938766;413763;84;2142;M;42;14;0.27;0.50;3;0;0
22938787;413764;120;956.25;M;38;4;0.06;0.60;2;12;14
22938837;339635;120;856.8;M;30;7;0.13;0.70;2;12;12
22939120;413766;120;1369.35;M;47;12;0.2;0.50;2;12;12
22939142;413767;120;948.6;M;47;11;0.19;0.50;2;12;12
22939161;413768;120;1384.5;M;50;14;0.23;0.50;2;12;14
22939304;413769;120;624.47;M;47;9;0.15;0.70;2;12;14
22940166;413776;120;837.29;M;32;12;0.2;0.60;2;12;15
22941345;156624;12;1100.84;M;33;5;0.38;0.50;2;12;15
22942031;413812;120;965.43;M;29;13;0.21;0.50;2;12;15
22942102;413813;120;1363.23;M;43;10;0.17;0.50;2;12;12
22942346;413815;120;1255.37;M;55;15;0.25;0.40;2;12;1
22942750;413824;120;1006.74;M;46;11;0.18;0.50;2;0;0
22942893;413825;84;612;F;39;10;0.19;0.50;1;0;0
22943512;413831;120;956.25;M;35;15;0.25;0.70;2;12;14
22943753;413837;120;887.4;M;36;8;0.14;0.50;2;12;14
22947208;413851;120;1009.8;M;34;4;0.07;0.50;2;12;12
22947384;32553;120;895.05;F;39;12;0.21;0.50;2;12;14
22948041;413854;120;665.55;M;37;7;0.12;0.50;1;12;14
22948452;413856;120;818.55;M;34;11;0.18;0.60;2;12;14
22948920;413860;120;925.65;M;43;7;0.11;0.60;2;12;14
22959125;413874;120;604.35;M;48;5;0.09;0.80;2;12;14
22959224;413875;120;573.75;M;55;3;0.05;0.70;2;12;14
22960087;413891;120;879.75;M;58;13;0.21;0.50;2;12;12
22960949;413908;120;688.5;M;60;6;0.11;0.70;2;12;14
22962206;413927;84;1488.38;F;59;10;0.19;0.20;2;0;0
22962714;377710;120;965.43;M;58;14;0.24;0.50;2;12;15
22963235;413936;120;405.12;F;38;4;0.07;0.80;2;12;12
22963241;413937;120;2340.9;M;34;17;0.29;0.50;3;0;0
22964423;413954;120;928.29;F;34;13;0.23;0.50;2;12;12
22968929;413962;120;1002.15;M;30;8;0.14;0.50;2;12;15
22980381;413983;120;1354.05;F;33;18;0.3;0.40;2;12;1
22981170;414002;120;1421.37;F;58;16;0.24;0.20;2;0;0
22982036;414011;84;1147.5;M;35;8;0.16;0.30;2;0;0
22982078;414012;18;500.31;M;32;6;0.33;0.70;2;18;15
22982131;414014;84;2509.43;M;39;11;0.21;0.40;3;12;6
22982283;414015;120;765;M;44;7;0.12;0.70;2;12;14
22983615;414025;36;1683;M;58;12;0.4;0.70;4;0;0
22984112;414032;120;420.75;M;57;6;0.09;0.80;2;12;12
22984181;414035;120;1323.45;F;32;12;0.21;0.50;2;12;12
22984429;414041;120;787.95;M;40;8;0.13;0.60;2;12;14
22984475;414044;120;515.61;M;45;10;0.16;0.60;1;12;15
22984787;414046;120;1507.05;M;43;14;0.24;0.50;2;12;12
22985662;414050;120;963.9;F;48;6;0.11;0.50;2;12;12
22986665;414057;120;1872.72;M;50;22;0.36;0.10;2;12;7
22986750;414059;120;902.7;M;45;6;0.09;0.60;2;12;14
22986754;414060;120;940.95;F;38;12;0.21;0.50;2;12;12
22986872;414061;120;2207.03;F;41;9;0.14;0.10;2;0;0
22986905;414062;120;765;F;44;11;0.19;0.50;2;12;12
22989931;414074;120;1772.89;M;56;20;0.29;0.10;2;0;0
22990593;414076;120;1530;F;38;17;0.28;0.50;3;12;14
23004785;414091;120;1300.5;F;30;15;0.26;0.60;2;12;1
23004939;414096;120;1759.5;M;29;19;0.32;0.30;2;24;12
23005460;414106;120;673.2;F;56;7;0.12;0.60;2;12;12
23005723;414116;120;1537.65;M;26;2;0.04;0.10;2;0;0
23005753;414118;12;990.29;M;29;4;0.37;0.50;2;12;15
23005959;414124;120;612;M;59;6;0.1;0.70;2;12;12
23005972;414125;120;2065.5;M;46;18;0.3;0.40;3;0;0
23006196;414132;120;1182.69;M;37;10;0.15;0.30;2;0;0
23006439;414139;120;306;F;50;3;0.04;0.90;2;12;12
23006459;414140;120;1560.6;M;35;17;0.29;0.40;2;24;12
23006819;351287;84;3939.75;M;51;15;0.29;0.10;3;0;0
23006868;414151;120;1384.65;M;56;20;0.34;0.50;2;12;12
23007070;414157;48;1530;M;23;13;0.33;0.30;2;0;0
23007123;414161;84;1656.23;M;40;12;0.24;0.10;2;12;7
23007210;414162;120;815.49;M;41;7;0.12;0.60;2;12;14
23007674;414175;120;910.35;M;44;1;0.02;0.50;2;12;14
23007799;414178;120;1109.25;M;36;10;0.16;0.50;2;12;12
23007894;414179;120;3404.25;F;39;16;0.28;0.30;3;0;0
23008243;414181;120;1417.24;M;49;8;0.13;0.50;2;12;12
23008314;414182;120;1231.65;M;50;12;0.19;0.30;2;12;1
23010542;414190;120;382.5;M;35;4;0.07;0.80;2;12;14
23010701;414191;120;1093.95;M;47;11;0.18;0.50;2;0;0
23011092;414192;120;489.6;M;61;8;0.13;0.70;1;12;14
23011763;414195;120;2065.5;F;43;21;0.35;0.30;3;12;1
23012159;377171;120;1120.73;M;33;10;0.16;0.50;2;12;15
23015394;414203;120;642.6;M;59;8;0.14;0.70;2;12;14
23015988;414210;84;1648.19;M;36;17;0.33;0.20;2;0;0
23016417;414219;120;1009.8;M;50;8;0.13;0.50;2;12;6
23016463;414220;120;4062.26;M;34;11;0.18;0.10;3;0;0
23016510;414221;120;1438.2;F;48;19;0.32;0.50;2;12;12
23016901;414231;120;994.5;M;38;4;0.07;0.60;2;12;12
23016970;414232;120;1407.6;M;60;5;0.08;0.50;2;12;14
23018257;414240;120;986.85;M;33;13;0.22;0.60;2;12;14
23018390;414243;84;1804.64;M;56;12;0.23;0.30;2;12;3
23058244;414287;119;1329.57;M;27;10;0.14;0.40;2;0;0
23058642;414295;120;1712.3;M;33;5;0.08;0.10;2;0;0
23059998;414312;48;1453.5;M;58;15;0.4;0.20;2;0;0
23060344;414317;120;1399.95;M;39;4;0.06;0.10;2;12;4
23065099;414355;120;744.5;M;57;12;0.19;0.60;2;12;4
23079734;414371;120;1392.3;M;51;13;0.21;0.50;2;12;11
23080452;256070;84;1514.7;F;59;17;0.34;0.30;2;0;0
23081939;414392;120;2677.5;M;44;23;0.38;0.50;4;0;0
23082783;414404;120;1683;F;35;14;0.23;0.30;2;0;0
23083820;414420;120;1017.45;F;41;9;0.15;0.50;2;12;11
23084903;414429;84;1035.43;M;29;9;0.17;0.40;2;0;0
23092092;414465;120;1461.15;M;30;2;0.04;0.50;2;12;14
23100619;414491;120;1943.64;F;39;23;0.34;0.10;2;0;0
23101221;414503;120;1491.75;F;35;18;0.29;0.50;2;12;11
23101511;414506;120;2105.32;M;43;17;0.28;0.40;3;12;1
23101567;414508;120;895.05;M;55;7;0.12;0.70;2;12;6
23101962;414514;120;634.95;M;58;6;0.09;0.80;3;12;6
23103611;414523;18;590.96;M;53;3;0.19;0.70;2;18;15
23108157;414538;18;678.56;M;36;6;0.33;0.70;2;18;15
23116550;414554;84;344.25;M;55;6;0.11;0.70;1;0;0
23117088;43026;120;504.9;M;47;3;0.04;0.80;2;12;6
23117376;414571;84;1300.5;M;47;11;0.21;0.40;2;0;0
23117385;414572;120;1944.63;M;34;16;0.23;0.10;2;0;0
23117408;414573;84;542.39;M;50;8;0.16;0.60;1;0;0
23117456;95581;84;1013.63;M;44;12;0.22;0.40;2;0;0
23117922;414579;120;810.9;M;35;4;0.07;0.50;2;12;6
23117978;414582;120;856.8;M;54;9;0.15;0.60;2;12;4
23118069;414585;120;1772.89;M;34;16;0.24;0.10;2;0;0
23118292;414587;18;297.59;M;38;4;0.24;0.80;1;18;15
23118768;414593;120;275.4;M;53;5;0.07;0.80;1;12;6
23119712;414599;120;1912.5;F;47;21;0.34;0.20;2;0;0
23120162;383039;120;963.9;F;43;9;0.15;0.60;2;12;14
23120445;414605;84;4402.83;M;42;6;0.13;0.20;4;0;0
23121257;414607;120;1491.75;M;27;10;0.17;0.20;2;12;4
23121584;414610;120;849.15;M;22;11;0.18;0.50;2;12;6
23121624;414611;120;1506.58;F;36;16;0.27;0.50;2;12;11
23124021;414624;120;1334.93;M;60;4;0.07;0.50;2;12;6
23124219;414625;120;1109.25;M;33;9;0.14;0.40;2;12;1
23124820;414627;120;1582.79;F;24;14;0.21;0.20;2;0;0
23125308;414631;120;1470.28;M;36;11;0.18;0.50;2;12;6
23125509;177491;120;918;M;37;5;0.09;0.60;2;12;11
23132161;414642;120;1769.14;M;29;19;0.32;0.50;3;0;0
23133736;414666;84;854.51;M;56;10;0.19;0.50;2;0;0
23134007;144705;120;1025.1;M;40;8;0.13;0.50;2;12;6
23134116;414669;120;963.9;M;42;13;0.21;0.70;2;12;6
23134558;414677;120;1354.05;F;38;10;0.16;0.50;2;12;11
23137888;414703;120;1017.45;M;57;13;0.22;0.50;2;12;11
23138252;414704;120;1162.8;M;32;3;0.05;0.50;2;12;6
23138507;414705;120;1071;M;38;7;0.11;0.50;2;12;11
23139016;414706;120;1071;F;52;11;0.18;0.50;2;12;11
23139297;414707;120;612;M;52;5;0.08;0.80;2;12;6
23144354;414714;120;895.05;F;53;9;0.15;0.50;2;12;6
23155592;414733;120;1606.5;M;34;18;0.29;0.30;2;12;1
23155833;414734;120;900.41;F;42;11;0.18;0.50;2;12;11
23156053;90702;120;940.95;F;38;6;0.09;0.50;2;12;11
23156086;414735;120;841.5;M;47;7;0.12;0.50;2;12;11
23156101;414736;120;589.05;M;61;7;0.11;0.50;1;12;11
23156693;414737;120;841.5;M;36;7;0.12;0.70;2;12;6
23156976;414738;120;803.25;M;43;11;0.17;0.60;2;12;11
23157117;414739;120;1178.1;M;57;15;0.25;0.50;2;12;11
23157206;414740;120;841.5;M;38;4;0.07;0.50;2;12;11
23158036;414741;120;1002.38;M;26;12;0.2;0.50;2;12;11
23159503;414758;84;1197.99;M;38;11;0.22;0.20;1;0;0
23160082;414761;120;535.5;M;51;9;0.14;0.80;2;0;0
23160342;414765;18;596.7;M;53;6;0.31;0.70;2;18;15
23160760;414770;84;1071;M;56;10;0.19;0.40;2;0;0
23161435;414776;120;573.75;M;50;8;0.14;0.60;1;12;11
23161688;414689;84;1292.85;M;36;15;0.3;0.30;2;0;0
23162064;414784;120;1370.88;F;43;8;0.12;0.20;2;0;0
23165318;36705;120;2968.2;M;43;5;0.09;0.50;4;12;6
23167161;414818;120;1147.5;M;35;9;0.15;0.60;2;12;11
23169678;414822;120;836.15;F;55;15;0.22;0.50;1;0;0
23170880;414824;84;2856.82;M;38;16;0.31;0.40;3;0;0
23180076;414852;120;1147.5;M;46;6;0.1;0.50;2;12;11
23180217;414853;120;1830.65;M;30;18;0.27;0.20;2;0;0
23180907;414863;120;1989;M;34;7;0.1;0.10;2;0;0
23181604;414875;120;1465.2;M;43;13;0.21;0.50;2;12;1
23182209;414880;12;1093.95;M;59;4;0.3;0.60;2;12;15
23182995;414885;120;2845.8;M;33;17;0.28;0.50;4;12;14
23183946;414895;120;879.75;M;35;10;0.17;0.60;2;12;11
23187716;414904;120;994.5;M;57;10;0.15;0.50;2;0;0
23192601;414917;120;644.51;F;58;6;0.1;0.70;2;12;6
23192789;414918;12;382.5;M;58;5;0.4;0.80;2;12;15
23201737;414924;120;952.43;M;40;6;0.1;0.50;2;12;11
23202187;414933;120;1761.34;F;37;12;0.17;0.20;2;0;0
23202889;414946;18;1591.18;M;65;12;0.66;0.50;3;18;15
23204253;414962;84;963.9;F;30;14;0.27;0.30;1;0;0
23205001;381248;84;1246.19;M;35;3;0.07;0.10;1;0;0
23205406;414977;120;688.5;M;61;11;0.18;0.60;2;12;11
23206791;414989;12;810.9;M;50;6;0.46;0.60;2;12;15
23211079;253343;12;902.7;F;45;7;0.61;0.50;2;12;15
23221210;415031;12;420.75;M;48;5;0.38;0.80;2;12;15
23221318;415034;12;1071;F;59;5;0.39;0.50;2;12;15
23221337;415035;18;583.7;M;45;4;0.21;0.70;2;18;15
23222616;415054;120;1071;F;48;8;0.13;0.60;2;12;6
23222782;415058;18;1526.33;M;31;3;0.18;0.60;3;18;15
23222956;415062;12;459;M;57;4;0.37;0.80;2;12;15
23223030;415065;12;1430.55;M;60;8;0.66;0.50;2;12;15
23223347;415067;120;1815.35;M;31;22;0.32;0.20;2;0;0
23223367;415069;120;1981.5;F;39;17;0.26;0.10;2;0;0
23223818;415074;120;1584.47;M;48;11;0.16;0.20;2;0;0
